Video ID,Views,Likes,Comments,Duration
ahOXY7LP9rs,247243,23270,123,PT3H1M46S
8P1QH58oaQU,210113,24662,132,PT1H58M27S
6D3Q5rT3SuI,259982,27221,153,PT2H31M
00gvlXF3aQQ,218714,23469,85,PT2H26M1S
1IQioDpdYe0,334113,31627,330,PT16M5S
urzrCTRZKPk,213225,20092,85,PT2H16M47S
AE118k85IFo,311287,33032,166,PT4H4M38S
HPRkCmErUAo,264865,25506,113,PT4H25M14S
RxQe8KcTiwk,290362,25149,116,PT5H30M11S
gNUvFJI-ATU,242856,24007,96,PT3H13M21S
8ihMZCNv3Qs,380415,29078,313,PT13M33S
RZLxEPobs5g,181576,27198,1034,PT6M44S
aOPN8SZVHpQ,211616,21131,216,PT2H49M15S
oNiccvodX_A,157134,15592,61,PT2H24M48S
YwQBzdIsYUQ,230416,20621,79,PT4H58M50S
RlWT23Cv78E,219949,20574,306,PT3H32M19S
YW9pBywc-t0,395064,31207,324,PT16M32S
z9jaFV6x7EU,224792,20786,64,PT2H58M47S
puLLscEzJBc,104715,10523,72,PT1H55M40S
ucOFAaGnbH4,153283,17719,248,PT5M49S
ajf3fGXtWOs,84185,10270,210,PT45M57S
oQE4mefNww8,480020,37989,473,PT17M9S
ldsKRaJEntw,203183,20693,63,PT1H59M36S
8BrZ5H8G63E,112718,10451,49,PT2H31S
vL6aJDRRlxE,58488,5852,28,PT2H31M27S
IwwkcEhXXTA,372583,31368,352,PT11M6S
5iuFzYX16j8,114101,10163,69,PT1H35M5S
TpX5vzIR77A,159540,13804,44,PT2H40M35S
kIUUmZnS1y0,122642,11915,210,PT15M27S
wFb7amUafoI,158182,13481,57,PT2H44M39S
NNAeulozANg,170858,14887,59,PT2H31M47S
fZd1n6Egn9E,61680,8313,178,PT10M11S
zbWvRnoTm7w,169095,15440,87,PT2H33M15S
2eoio4zNL1o,270174,24193,61,PT51S
VHnV3Ujlwq4,95771,12422,281,PT14M11S
ecQ9Mv2NcwQ,127246,12628,54,PT2H8M55S
mHGUQMqAH1I,325395,31853,505,PT11M9S
qzjwzMOjSLg,166700,15610,73,PT2H47M13S
TtHNmx4OyGc,224839,43110,663,PT11M53S
QfBgx2tE2v0,187812,19954,575,PT12M22S
N-iSzeR4gyQ,255378,29671,523,PT13M42S
EZkUMp2N_7U,190851,16689,59,PT3H3M49S
Ja1d52P7NAI,153751,13933,73,PT2H27M40S
u8YDZKXcK1I,144697,21175,407,PT10M3S
2NOY4TvoogI,225227,28979,1330,PT8M52S
lMkLtZsuLlg,174347,15868,87,PT1H53M2S
9dDID98oVnY,32146,4305,34,PT35M17S
0S1J_TAAh3U,486301,43378,411,PT11M35S
tTAZUrrGDcM,95588,8970,58,PT27S
pOuPgDTZxv4,175760,22447,285,PT9M17S
fFldp3LCY3Q,185435,18848,105,PT2H54M33S
E4V1y4bdwmw,69641,7229,26,PT1H42M55S
FeZ7bkhRPq8,224698,20448,122,PT3H11M
FcqdTpdolXo,165740,17871,111,PT2H53M8S
NAqgG_h2T1M,276565,28933,349,PT14M
I76PDRZQ34Q,354989,33402,637,PT11M55S
rhDvDQ5-wqw,215298,25076,221,PT8M18S
OG8zjT8VKBc,285167,28200,288,PT10M8S
C2MSQKq2mEg,166568,17055,861,PT1H54M19S
wZpuKdJQpVU,191337,28676,54,PT1M
bX2n1r7BgHc,1225830,105007,113,PT45S
k3z0WF_oTTI,655453,46785,417,PT9M47S
oSMAGhlTcwA,884738,60500,523,PT10M53S
KzUihiOK_jw,225445,20347,50,PT3H9M23S
t5Kfp7c5Gcs,305946,25978,107,PT4H43M22S
yqSjgoQZoa4,615768,55769,435,PT10M52S
W2FQ7Br03xk,290579,29150,345,PT10M3S
aR6QwIhvtL4,235495,22292,109,PT3H8M46S
8nz_4ZtvAQc,98616,10269,26,PT1H13M35S
RyzTVsWcpyA,183330,17197,36,PT39S
OriuHc6FHF4,100328,10033,40,PT1H16M15S
25mMZ1-YYqE,102300,12218,477,PT2M55S
TqGHjWTKVcA,216515,28759,85,PT28S
gHspl0bjGMU,213571,18035,39,PT2H50M5S
GphynE7ycKI,429001,37993,240,PT49S
Pm4WIvFKuU4,1078566,104969,132,PT31S
qvz4nBfC-Jk,2646534,171746,241,PT53S
7CbkhTLXEYg,253461,22449,46,PT26S
_lHhhbYOGE4,442897,51025,67,PT51S
yqGFROohKIo,350099,32041,541,PT8M26S
3Fbel2g43VQ,141511,13823,76,PT31S
CJDSoXTq_XM,273918,45139,338,PT11M27S
3rEnxJjWRHg,271441,25420,362,PT8M8S
bz1TpcPY0RY,38647,4938,151,PT4M55S
uvXHMw4OvSw,260729,22400,62,PT3H16M5S
4dXkeO35GQg,252422,20620,44,PT3H50M13S
FaLohT1FEgk,203552,20948,263,PT10M11S
_LyVPD3np48,161743,15401,61,PT1H58M38S
qYOEcAfDIxY,142928,17136,272,PT11M5S
fGf5z-JXkI4,247366,22575,72,PT2H49M11S
0o4UzbLmWKE,340490,38762,350,PT7M3S
CwGHJrHXKL0,234206,31148,1236,PT16M3S
vGfpxdK3ZLs,235433,19418,33,PT3H4M57S
q_23Im8xahk,247217,20442,61,PT3H29M39S
dlWEajhMC4Q,255296,19921,82,PT3H6M18S
ttHcmlEINpI,302981,25307,129,PT3H39M18S
UUTJpu3sbKk,610867,50414,561,PT18M17S
E2w91-H9yg4,359616,39589,96,PT2H16M39S
Wl-EpYN9Wvg,175908,16673,18,PT2H13M5S
spyq9CDtmZI,253016,22053,74,PT3H51S
wgw353oPQC8,340092,28941,268,PT13M5S
8N_eSt0tBu8,72015,5559,94,PT10M18S
4Ofn9rMymLI,231552,24272,149,PT2H1M17S
LizBWlXUQvQ,221258,18337,62,PT3H6M12S
6KYO3Uv2BoE,223241,19850,35,PT3H51S
aEBmLGKF8xE,78463,7814,14,PT1H41M28S
SpA0slrMqTo,130848,17550,180,PT14M6S
CW66oRaiZdQ,175494,15525,34,PT1H57M33S
m5SN5DTUZ2g,328795,29899,257,PT9M29S
Hur7VO7g6ZA,254837,22773,57,PT3H5M12S
Y-IoNBSEm2k,295030,27010,355,PT7M33S
ew5jwhgnfmo,310066,28880,491,PT23M43S
uD12ci7he8Q,23576,2706,140,PT5M56S
YmZCnSyDAss,157815,21814,350,PT16M42S
W13-YrDvfPU,193180,20018,158,PT10M22S
br6ecbYueKk,301691,28653,242,PT16M20S
gXB5BaSA0iI,233217,23060,56,PT2H4M35S
OC2XyCDz1AE,69090,6481,13,PT1H51M36S
0X8EdhkyWmk,544460,44758,490,PT11M45S
pU78WkX5u8s,240475,22858,51,PT2H17M17S
1Jw_pKWiry4,296256,31107,161,PT9M34S
85GqC4sbmMo,410137,32529,131,PT42S
lY-duAiktPQ,289299,37047,392,PT11M4S
Evduup00J-E,418821,35244,103,PT3H25M39S
zDlaXEMyPIw,272847,33752,427,PT8M9S
MtIiQtKe89c,428924,32212,82,PT3H36M56S
z6ZD1_dt6lE,369252,39210,305,PT7M32S
OZcq4oIKWQ0,351903,33122,119,PT2H37M47S
o99pb3Yw_us,309154,27246,141,PT2H33M28S
F8OAmrmm4zU,424204,57957,1191,PT8M34S
sepnWC4PyDQ,344941,27529,66,PT2H53M35S
-QnDUm0qz-M,259731,22974,94,PT1H57M14S
xlFEbt0z2po,389858,30142,220,PT4H20M57S
bfSIgoL1O6Y,560406,40377,112,PT3H59M4S
DQ52vx1MY2I,444799,43529,346,PT9M23S
h5eyuyk23M4,324286,25190,61,PT2H35M40S
u-a8NA7F4xA,551044,43513,111,PT5H26M23S
HZ3gpSUTviY,120015,11793,23,PT1H2M6S
rulffHXLYfE,546859,49409,328,PT10M42S
WOXJFFFBa8k,357449,29269,56,PT2H43M31S
SXP0bdhLER0,537050,42334,158,PT4H58M11S
LsVIqNH-BeE,346850,33632,556,PT11M43S
-b3MOVFiDvM,388991,31946,69,PT3H37M7S
ZeqrOhpFFxg,495259,40427,110,PT4H33M15S
NxzTOlVYvYs,510675,41408,124,PT4H11M21S
QzanOdDAkwA,322813,30553,140,PT2H16M9S
yULZLxACozA,303121,28839,313,PT2H48M9S
h6Jb5p5HcVg,502752,44420,146,PT4H13M9S
fYqrBvT7loc,556980,41500,248,PT15M9S
MHeCiFNmhAc,422251,40125,77,PT3H44M46S
FqmezheMxfg,1316386,69079,1491,PT12M43S
-JlB6kaGr64,482218,47590,124,PT3H4M16S
97Ajq1r2yQs,471072,48208,94,PT4H9S
8N5y2nzaKWY,621172,49584,308,PT11M9S
NaCRstquDB4,330870,34526,78,PT2H29M32S
n8cnKdzuAAA,336526,40554,88,PT2H22M1S
lm1FyTwahk0,554288,58212,146,PT3H39M35S
E3iRSgvJjAc,529750,55083,115,PT3H38M33S
oaAwShMaWMM,591519,70211,206,PT2H29M46S
mpgpI3KmGyk,524683,64333,1899,PT7M14S
NHAiw1fP_OE,431923,41183,374,PT14M53S
wTUCqpvof_Q,87313,8384,48,PT2H29M32S
XFrSDIX3LZA,148051,12476,74,PT3H18M48S
zj-yW0nQ55g,268215,31410,424,PT20M24S
5LwZNJxVv5I,339624,27429,397,PT10M20S
5ZQIep4Hd28,156598,20036,268,PT15M26S
Pwxcl70o4Gg,103168,8575,42,PT3H9M
7QQTjGn0DUo,345028,32801,495,PT13M50S
KoAxCS3FIwI,129401,10701,66,PT3H11M17S
fkyX9xp3A58,97963,8931,53,PT3H56M26S
51dpRNfHKYA,141325,18178,542,PT7M4S
8iDwL8zw-Xk,139003,12491,142,PT4H17M
bchADJSCkK0,118996,10684,88,PT4H30M6S
IbcbCNIl_NA,139350,11882,96,PT3H53M26S
5FqirsKE9D0,202537,21939,361,PT7M40S
6QgDCx-nXgM,76975,8556,60,PT2H34M58S
i6Ul-bCqIJI,112185,9483,53,PT3H57M4S
2WhXy18TbDM,100138,10755,101,PT3H16M8S
57Ake3Ue8AQ,188133,22316,480,PT12M46S
A38x7aCP2lQ,118818,16237,395,PT15M19S
8-_2eQoc3QM,65655,6664,33,PT2H36M42S
xZxy8gp_zWc,114542,13605,152,PT2H9M5S
XjOmBLH-YfA,163912,23850,299,PT8M25S
wnn8hOlbpHw,71345,8378,35,PT2H27M37S
CxjN5mxwMNY,172821,21075,282,PT9M
2haMpnq4mao,77215,9447,49,PT2H57M31S
u5cMWCQtY8c,84855,9569,37,PT2H41M36S
MWn8stnv2VQ,120339,19186,619,PT2M1S
oP8w_EOhscY,220137,28998,375,PT13M18S
NVv577yC_Aw,234948,33057,676,PT11M18S
y3wFjGX_Lgc,699004,62278,1047,PT13M9S
NkkkgXkqX1I,1011617,71540,548,PT10M26S
fO2F06A5iPQ,329286,39544,316,PT9M48S
SPGIX-nE9PY,268116,35995,382,PT12M35S
_KwWcp5Qms8,52996,6820,26,PT1H37M5S
I76UVia1AsY,136870,13713,52,PT3H6M55S
CPqgiHlNscQ,322106,36867,773,PT12M21S
SOShyF_VcOk,92774,11273,64,PT1H40M36S
7VwwXUGpW78,235539,31810,643,PT8M17S
rOx5mr8yqYo,218933,30771,1362,PT12M28S
aeuJgy6RYzw,98554,9842,24,PT3H49M21S
duc-_xR5Ku0,312914,45539,28749,PT13M10S
deaJScbYKpw,81393,8513,35,PT2H25M50S
3jTGcJuyfV4,142202,12561,63,PT3H39M36S
zicqY1ZkHR0,67847,9644,328,PT6M5S
cggPXOUG9BA,156546,20851,499,PT10M54S
tZgaPOp0Grc,134431,11083,34,PT4H15M49S
bjgtOW8yy80,85526,9071,49,PT2H32M24S
XdY067Re-jE,60396,6980,26,PT2H7M38S
b-BU0cUUdxM,167178,14323,56,PT5H8M1S
2ORbSBG8eOw,69116,7506,40,PT2H18M21S
o2dtG5vgKWA,119427,10818,42,PT3H1M35S
3_AF-kI1lIM,263574,34604,424,PT13M5S
ckUtpT1p_Yc,127818,11115,40,PT4H16M42S
a4T5N46_kyc,85545,10592,33,PT3H12M20S
BjJwLjgvueU,104908,9786,27,PT4H31M5S
pwS6z9AeWWY,68074,7143,16,PT2H32M58S
p7UNQ0Wxb60,92341,9815,22,PT2H34M17S
sPyDeQMBS98,78323,8780,59,PT2H51M15S
q4--6uiI7dw,79820,8729,29,PT3H9M1S
NNaiS-bSBo8,87543,9533,39,PT2H4M24S
yqPxgT3JgNY,283975,20838,151,PT8M34S
YUI_P3NehzA,102929,10625,28,PT3H6M38S
PavHzg2OSzg,155597,12671,50,PT4H36M27S
2nW6OLccDcU,275775,21100,77,PT6M12S
McEv6eJOZyM,156822,20214,262,PT8M50S
1zv5GkzmvXc,210448,15472,41,PT3H39M
iELl8gRikno,652963,54897,287,PT8M9S
K7Ixf66bWyU,94470,10437,30,PT1H55M25S
Z3-cJ7HLgrU,165130,18101,80,PT8H19M35S
a3Iqp7Xd7O0,89074,9161,48,PT2H39M11S
eP5hl29G-gE,86736,9548,17,PT2H26M31S
B0gB1iebRjw,112467,10608,39,PT2H45M19S
uAGPLryd2g4,144982,13615,66,PT3H34M12S
APNx3EH1GxA,104513,14086,146,PT52S
vitCRux4FQg,129208,12622,34,PT2H58M30S
Ueb4gXDEP7o,298634,35981,465,PT8M26S
J9FvlGSkJ3k,125593,14237,27,PT3H36M33S
TxAcxeFyCTo,118978,13505,19,PT3H54M26S
4SpgbfHt1r0,114217,12877,25,PT2H51M56S
H-T1DIBuvEE,136380,25521,407,PT6M58S
M3Bb7h89dEQ,187467,19166,97,PT7M52S
ndNGAj4c_nA,51532,6830,36,PT17M37S
hss4sUwwAiA,134424,12240,41,PT2H52M
5zd_F1gt30c,562479,34070,176,PT12M31S
fvMDrvS_Eo0,184160,21441,50,PT3H23M9S
sbcvLHJkgUQ,1823297,158831,3362,PT10M39S
45yKhduUePo,266226,23264,192,PT8M52S
8l3wOe0HqWM,176107,16360,133,PT4H12M31S
7UW9cGbtiLI,643377,42452,208,PT11M43S
GIArMsHBSzY,150471,14708,49,PT2H31M52S
ize2rmse4eU,62534,7706,20,PT2H28M38S
HIeEmkoUQGg,307415,25240,113,PT10M1S
4eAcB0YIc30,141114,14471,89,PT2H59M10S
V0bS-6yYLWU,70153,6911,40,PT3H14M33S
gwop4oZaa_I,79788,9293,42,PT2H3M44S
gVAB72yGm2w,75178,7629,70,PT3H13M29S
lXCgjrBqj1c,81009,8280,36,PT2H54M39S
_IxXuytacjY,219975,27835,581,PT8M1S
UXeFDbCHT8E,142525,18061,324,PT11M7S
LERm85xwETY,91729,9457,160,PT2H55M45S
_emmejCRyTE,68182,6913,23,PT2H31M27S
4gxjQqLlFTY,86366,9942,49,PT3H5M19S
WhIWgPNbFBo,65482,7050,48,PT2H15M11S
yCfpvtbbXqU,74079,8080,89,PT2H40M59S
IWcNMHPbuEk,107550,10601,131,PT9M59S
SXI71TsWgnQ,100413,9163,100,PT3H43M50S
OfxVgHs9u1c,53329,6880,21,PT2H2M54S
FYDdwLNJ2ZQ,61420,8187,127,PT7M33S
Qo57u6ht9xk,140688,19726,267,PT9M24S
ADYsLufkjo4,132302,20666,373,PT10M25S
HojI0o-XfLo,128497,12262,119,PT3H58M27S
O8O_yTzvkow,74974,8955,31,PT2H24M36S
5oZ8Yqh1TjI,121375,27126,519,PT8M28S
6mi0mxD7Rnw,125170,12924,117,PT3H13M7S
Dql0LtbQAAg,270780,25300,135,PT5M42S
WYZ3GSlFPlc,156858,20647,149,PT10M47S
Mm_MOl7mLrU,376321,34405,195,PT8M23S
LluSmTLl0l8,465636,34246,104,PT10M13S
1DcySb8BptM,240565,23310,62,PT3H20M53S
0NZv_oVhjfU,283725,28013,134,PT9M1S
QL_wy3pmP6U,64534,7375,23,PT2H11M7S
HJYwM4TqG38,644817,46302,349,PT9M43S
8_N6Yo6CnuM,210698,15977,38,PT2H50M11S
N7LVLeUrgio,212418,19760,70,PT3H14M34S
_JC6yp5gLm8,101278,12172,39,PT2H20M49S
PXGYgw24T9U,124304,12046,25,PT4H30M4S
NyRt685zx1w,416932,53726,659,PT12M46S
5bva4QVKhrI,106577,11256,30,PT3H42M58S
OzLLJAf8Ls8,132657,14765,119,PT13M20S
4GScgOVFEic,140505,15805,58,PT3H6M31S
DJALWuM9Z4o,468223,36709,152,PT11M39S
UE15dU1do_w,249248,27395,135,PT5M17S
begEDmraavE,46157,6323,218,PT4M8S
FKpXnSLLH6Y,490423,40022,203,PT8M1S
W9v5ZO0bBlM,222675,18235,50,PT2H43M43S
FRSBWbymoeM,422272,38311,123,PT9M10S
wnoTdz6YCU8,517129,41757,195,PT11M1S
3ggka4Db52A,201982,18064,122,PT11M16S
MfSJtKmY3ys,255117,20375,65,PT4H5M33S
A0VW8X3yFBQ,654765,47210,434,PT12M51S
fQjrV4iYJ3k,182665,15685,49,PT3H53M51S
ljM70-7aYMY,233442,22837,79,PT2H25M24S
JQeEhN-R6dQ,218844,19567,83,PT2H6M27S
3tDZeDyCgs8,610360,46537,203,PT8M22S
F-8MZdg_ujE,313292,45037,453,PT13M27S
X7FuYf4xLdA,293887,24056,74,PT4H26M18S
ACqmg32ZQko,189289,18328,53,PT3H22M11S
b269jq8T_XI,178778,18822,63,PT4H4M4S
UNk1w_cA83w,164542,17806,103,PT9M55S
UgEewAQFJak,227055,19258,59,PT2H6M29S
tVzhIZjF0h8,245114,26765,94,PT8M4S
jz96O9Z3P5E,146171,15130,38,PT1H55M21S
ItTO9PX9lUI,229343,21414,98,PT2H48M10S
L3Md1fWCU6Y,125980,12862,25,PT2H14M21S
lQB2QfVYrP4,187271,25913,181,PT8M31S
XTBe6MU5f10,155683,17198,115,PT2H15M2S
FbGAa5CDGP0,200007,20593,224,PT12M17S
4lzBQDlmWT8,567023,44486,110,PT10M52S
aRsESRyVILE,218688,24188,75,PT1H55M43S
HWBRAKK8cWg,276296,25383,100,PT2H1M
BX5n_nDVRew,171793,17994,41,PT1H50M20S
VZKALSyztUI,152155,16332,36,PT2H4M37S
nQreLUPniFk,236444,22593,64,PT2H37M26S
bLKUDTUYhhI,415922,37475,202,PT10M34S
RqtEP_7Vhuc,168286,17869,35,PT1H8M58S
mzzrGFJz8jw,333269,30356,47,PT2H5M
przXgwAUsT0,251807,25824,83,PT2H16M30S
VSW_OAddi4U,265352,27375,83,PT2H41M44S
fDUNH-LBZL8,564477,55486,300,PT8M38S
9HRiX9rbzog,246890,25540,53,PT1H57M35S
x-CSTTuswi4,510178,48406,417,PT10M10S
DU5KdEZAsTc,386487,38305,63,PT3H53M33S
_KvriJ6A1MM,282347,29273,79,PT2H11M59S
rSl5YAWqzgM,175220,19031,21,PT2H17M23S
Pk_dPd87bMU,354998,39511,277,PT10M30S
kR66TmDpfBI,278564,28696,40,PT2H57M33S
kkNIWrHh3x0,152016,18316,119,PT2M32S
iZw7m5WBS80,218475,21305,51,PT2H30M16S
E5e-Px06m2M,189520,21082,129,PT2M58S
haKiMOWL_cE,346759,34609,48,PT4H3M4S
zLXewlivVrY,735989,60834,281,PT8M3S
S6JN4qcL2j0,348974,39552,64,PT2H56M33S
zDNqSNeemuM,150809,15654,100,PT2M14S
HNw2wMZzpD8,190045,22680,50,PT2H5M18S
r42ovNtmN_g,31545,4672,116,PT9M33S
EoE_x_bo6Tg,255648,30124,59,PT2H26M31S
GzqWV4c4S38,305507,39085,257,PT9M39S
OwIlLDoamc8,234368,27751,45,PT2H18M57S
KzDF7AvTkeA,596229,80284,1370,PT12M30S
ebzq5lOJN-g,184282,21922,250,PT1M20S
o1iOYlMEzsU,449487,46762,327,PT9M47S
Spf2jTS7rpQ,199963,24380,126,PT1M51S
DoMX5Q7CGCA,197376,22492,363,PT1M44S
EiZWN9FpFZE,185106,21066,53,PT2H22S
nuoHc2i1JiE,97010,15586,122,PT1M41S
YqJohyABgC4,162320,19390,122,PT2H16M30S
Qjiuye5GzzU,396672,39782,201,PT1M35S
W5jQhSCf1Lw,174358,21061,198,PT1M37S
LTCISZS7Avk,142384,16596,180,PT11M56S
LN3MOOCgWBQ,277975,32332,205,PT9M58S
cTsR-4iRVVA,231827,21258,21,PT2H13M45S
BqarGyF2axE,330980,35134,422,PT8M50S
as_CNPbOHNY,258094,17820,71,PT2H51M23S
gPHTsLrhoR8,68311,11325,189,PT11M10S
IzVlzcYveoA,205967,15323,48,PT4H54M13S
kZTdAhnCl6A,90006,8609,31,PT1H50M28S
Ex3hWMECN5s,223262,18255,43,PT3H16M6S
NwJCmZb8xak,231588,20299,49,PT2H42M44S
u37bmMhG-r0,505200,35017,70,PT3H6M21S
Ks0fwQJbx68,436477,34981,114,PT3H2M48S
IrCAmjtoVgc,306423,35681,223,PT9M54S
Kd7GiTpClz8,375435,31206,60,PT2H51M11S
0Dreku8wuck,265290,30025,68,PT2H8M25S
LUKarLLZAvI,1044072,140567,1503,PT9M45S
Z-X_iuV6dR4,332181,35459,115,PT2H15M47S
ruLCwGNVUAQ,248669,26145,68,PT2H8M37S
kFmhBS1R-bM,298070,25911,262,PT17M47S
r1v9MlzutK0,248956,26353,63,PT2H6M17S
Ia5NncKlmAA,167189,20881,535,PT6M53S
pteVSQrVmhI,412069,50716,350,PT9M2S
UIeeJBQRAFc,229796,25330,50,PT1H55M57S
DewKaScLF0c,273365,30828,684,PT11M31S
aGbXnwXPoZQ,248557,27431,73,PT2H17M7S
3Zvi8dF-QHM,206335,23505,95,PT1H54M39S
qwYD9mq6Cls,760241,64242,703,PT8M36S
vwtKVkTRAa8,231547,25653,62,PT2H21S
lR_lpz1oPpg,227357,31414,387,PT11M58S
RluNsZqEpA4,380258,39107,79,PT2H58M13S
ckTjZnyR5pY,452463,42539,348,PT8M11S
wZKF0wB_S8I,311997,36127,74,PT2H14M56S
5Wxjuj3LfGk,51812,7020,200,PT3M33S
lTCf-9sPk1w,1088786,88056,626,PT8M49S
0Q_DTYceisw,1524016,125478,706,PT9M48S
1712-ivL4-Q,320740,38115,287,PT11M18S
0QpVgkI4J2E,429761,45737,61,PT4H20M3S
BVNWv_0gf1U,394547,42814,85,PT2H29M41S
6o-oJwSWVK8,307698,32932,61,PT2H35M15S
BuaIC8gpetE,775146,78071,802,PT9M2S
HRa9Hb7ODu4,224301,27216,82,PT1H55M22S
DcwjBEQSnV8,209131,25406,50,PT1H53M52S
Q3dUiQ2iUxI,419919,46614,257,PT8M1S
BCwNVjzVG_A,208805,27914,432,PT46S
k_KMeAX04bo,267735,28302,196,PT9M45S
lp4kIiDoAuM,406386,45964,365,PT11M45S
uPnlOGMh8F4,263212,31241,55,PT2H50M29S
q0k8F5bVOKM,304824,36488,258,PT9M46S
81iDlLo_eMo,290002,28400,40,PT1H51M50S
Pg54Y4FzsEk,201729,26195,33,PT1H55M14S
-U9E4U20VtQ,377401,45924,485,PT8M3S
ndbxD_Xk54A,311302,36756,167,PT8M28S
rL7CVShJA3o,233102,38010,459,PT9M42S
WQKWfUDS6sw,735163,74448,390,PT8M59S
XgzobV8bh2I,329006,34420,66,PT3H55M58S
HrVhrfdY52E,449679,56624,505,PT9M4S
qwbL4dSEfQE,258910,31935,85,PT1H57M50S
qZc1k_QONQ4,286898,34025,100,PT2H41M57S
mTfZbZ48TLo,180295,23832,31,PT2H54M42S
08BhNOtgWZs,342317,45044,492,PT10M30S
_rPaTjheXWg,321784,32553,40,PT2H23M20S
a5J7DKHDB30,144523,18231,233,PT7M21S
hqFXpeiqz8s,106912,13167,260,PT5M38S
O1DdAFQDzls,185926,20618,194,PT7M6S
SfycQJf4yZU,266260,32705,200,PT9M48S
uxf5JUqk4Y4,225279,32374,332,PT7M3S
V9O8hEHXse4,368177,34961,49,PT3H33M54S
wYy5-YLr6CM,356422,33904,47,PT2H50M59S
2YXS1aBslEY,390911,41304,77,PT2H51M41S
Jt8Cq420-3Y,520097,14437,120,PT10M25S
PpLL8HFeXJk,466648,53560,287,PT7M35S
0tA_QHCj_RU,710966,73543,895,PT11M3S
i6ieniVv94Y,450343,48652,104,PT3H9M15S
tIjRA9ZT9FM,334185,45150,273,PT9M4S
KUsWkrucELQ,377600,49085,328,PT7M5S
8pxU-4Q1IFg,370296,39779,144,PT1H57M27S
0E7JjeFL-64,627765,11742,231,PT3M44S
jAf5pqMlwLg,154593,22467,468,PT7M4S
Z6iP-f5qPvo,147404,20205,246,PT8M41S
J2BUk44x35g,309706,32705,104,PT2H16M31S
pnAAeERm9KM,306534,35362,56,PT2H16M19S
iRc_LuAIODs,349821,36111,249,PT10M2S
AnsrJCrIGag,277352,33319,54,PT1H44M13S
UmdbNkskZ-U,209198,22053,134,PT9M54S
Oym6N1teqCQ,466355,53700,183,PT2H44M3S
S-YyC9It04w,418346,56460,104,PT2H42M5S
N9oqM6Ru41U,256557,25874,231,PT3H8M23S
QSOhYUZ3bNI,369144,42313,430,PT10M36S
V5ccvaXjm-A,246276,29872,27,PT3H27S
16dp4y-kPbA,576099,56166,468,PT7M2S
t8WDAVV8eUQ,320434,34045,289,PT10M9S
483EGV6kXwU,393948,54338,182,PT53M30S
5-GzYeJsqqs,412036,49171,462,PT8M8S
zme8cDYvYIA,194721,25885,125,PT8M20S
U6KDDTL235s,184173,21837,20,PT1H2M27S
P9BC_3aJOkc,481084,56872,415,PT8M27S
H1W_QyvvKHE,390577,38036,322,PT11M27S
kETav231mYo,405805,36428,93,PT2H9M37S
8ms_y0OPRFU,524642,46081,101,PT2H11M5S
jp4WYDlEMbs,1061189,119192,1078,PT10M32S
lzJFodSm2xc,261962,25866,48,PT1H20M48S
e2Er1tgJ5H0,452710,42247,61,PT3H18M37S
LtfidlL7w1o,86387,9850,30,PT42M40S
AD3Y--F2F8I,347046,38664,448,PT8M38S
aZUIKq2bzXk,268021,32677,349,PT9M45S
Yv58RiNSLSY,551768,61726,502,PT13M
uqILHubRlVw,650113,58140,78,PT3H26M45S
G3NH-bnykxs,81764,10365,14,PT52M27S
yDMEQOZzU7Y,389750,52902,930,PT9M47S
ReZaHioQSb4,483676,48233,101,PT2H23M57S
eoKVsvJpSaQ,126179,12552,18,PT59M5S
yZf-6VTTh_o,378540,54326,527,PT9M43S
d0Ovd8iDsIs,22156,4596,75,PT2M36S
Dv_Jddc4WBE,539855,66739,106,PT1H47M23S
wNJc-3FeiqE,671200,75459,584,PT7M14S
wDd-S0ku0tw,617024,64149,91,PT2H34M35S
JyiecfjeZSg,427256,44083,297,PT7M56S
m-ZKZC9D_yI,602865,60509,267,PT2H45M55S
ap4AmV_s5yg,581879,61792,180,PT2H18M23S
_6Xotp_bXY8,318378,44054,664,PT6M50S
s66JRRXyLPI,272129,39001,739,PT4M38S
F3miAZTTMEE,196641,29333,479,PT5M48S
RiDQmBOvdEY,282432,32423,313,PT4M21S
mlKVpFJbpEc,139565,18291,73,PT2H6M57S
EYVcd7yxh_k,398611,48016,310,PT6M21S
ZPm_zAGam5s,189631,29642,402,PT11M12S
numyR7FW4vQ,328617,38447,115,PT1H55M39S
OyqVPezZiWU,251690,50470,1057,PT3M37S
JKS09vVxvOw,272222,37576,685,PT8M39S
3y9o_Tsir9I,350678,46289,492,PT11M16S
oCTZH0ZoDkU,123780,15862,174,PT6M52S
Za47ehr26PQ,340690,36629,87,PT2H5M3S
xuNU7J0qu5I,210058,24399,214,PT7M26S
_7Q-izH0AFs,281780,30782,89,PT1H55M11S
9gIQ4Qcb3Ao,329742,39718,116,PT1H59M49S
MK2VppmY79I,1714822,132599,825,PT11M52S
JD9jaDQ-Owo,350318,40010,87,PT2H12M37S
HlrXM0ayO4Q,261908,41758,798,PT13M25S
GYcfRPHXnew,708100,55496,198,PT47S
olSFQvq78qQ,278190,30972,130,PT1H31M5S
CjNPB73qJW8,272487,39259,388,PT14M39S
EGTUE_eLkwU,5703240,493562,1207,PT26S
q27VQz5Pyv4,356422,36937,125,PT2H23S
MwnDAeyI1M0,314577,32826,84,PT1H24M29S
x2_mgZwgtF4,303975,32934,736,PT5M59S
xDR_TFLcqtw,430154,44901,542,PT8M28S
LCVlESkS2MY,80929,9955,228,PT3M29S
